Wavenumber;Intensity
2329,5861;-0,001226
2331,4498;-0,001617
2333,3135;-0,002038
2335,1772;-0,001719
2337,0408;-0,001552
2338,9045;-0,001958
2340,7682;-0,001713
2342,6318;-0,000589
2344,4955;-0,000126
2346,3592;0,000011
2348,2228;0,000121
2350,0865;-0,000319
2351,9502;0,000116
2353,8138;0,000745
2355,6775;0,000399
2357,5412;0,000393
2359,4049;0,000911
2361,2685;0,001248
2363,1322;0,000773
2364,9959;0,000152
2366,8595;0,000812
2368,7232;0,001360
2370,5869;0,000890
2372,4505;0,000608
2374,3142;0,000938
2376,1779;0,000671
2378,0415;0,000351
2379,9052;0,001200
2381,7689;0,001637
2383,6325;0,001256
2385,4962;0,001678
2387,3599;0,001612
2389,2236;0,000704
2391,0872;0,000494
2392,9509;0,001050
2394,8146;0,001460
2396,6782;0,001399
2398,5419;0,001323
2400,4056;0,001345
2402,2692;0,000944
2404,1329;0,001653
2405,9966;0,003298
2407,8602;0,002940
2409,7239;0,000836
2411,5876;0,000425
2413,4512;0,001179
2415,3149;0,001216
2417,1786;0,000943
2419,0423;0,001146
2420,9059;0,001357
2422,7696;0,000304
2424,6333;-0,000142
2426,4969;0,001154
2428,3606;0,000340
2430,2243;-0,001365
2432,0879;0,000073
2433,9516;0,001775
2435,8153;0,000399
2437,6789;-0,000403
2439,5426;0,001502
2441,4063;0,002087
2443,2700;0,001409
2445,1336;0,000425
2446,9973;-0,000499
2448,8610;0,000657
2450,7246;0,001255
2452,5883;0,000742
2454,4520;0,000235
2456,3156;-0,000238
2458,1793;0,000527
2460,0430;0,000844
2461,9066;0,000160
2463,7703;0,000682
2465,6340;0,001173
2467,4976;0,000707
2469,3613;0,002510
2471,2250;0,003338
2473,0887;0,000977
2474,9523;0,000578
2476,8160;0,002054
2478,6797;0,002137
2480,5433;0,002020
2482,4070;0,002138
2484,2707;0,001588
2486,1343;0,002001
2487,9980;0,002588
2489,8617;0,001901
2491,7253;0,001967
2493,5890;0,001712
2495,4527;0,001723
2497,3164;0,002527
2499,1800;0,002541
2501,0437;0,002862
2502,9074;0,003317
2504,7710;0,002853
2506,6347;0,002632
2508,4984;0,002982
2510,3620;0,002861
2512,2257;0,002270
2514,0894;0,002065
2515,9530;0,001524
2517,8167;0,001654
2519,6804;0,003147
2521,5440;0,003280
2523,4077;0,002731
2525,2714;0,002697
2527,1351;0,003392
2528,9987;0,004131
2530,8624;0,003837
2532,7261;0,002877
2534,5897;0,002421
2536,4534;0,002875
2538,3171;0,003613
2540,1807;0,002939
2542,0444;0,001563
2543,9081;0,002233
2545,7717;0,002954
2547,6354;0,001893
2549,4991;0,002395
2551,3627;0,003182
2553,2264;0,001885
2555,0901;0,001813
2556,9538;0,003098
2558,8174;0,002613
2560,6811;0,001779
2562,5448;0,003814
2564,4084;0,005967
2566,2721;0,005394
2568,1358;0,003812
2569,9994;0,002711
2571,8631;0,002752
2573,7268;0,003711
2575,5904;0,004028
2577,4541;0,003644
2579,3178;0,002991
2581,1815;0,003396
2583,0451;0,004481
2584,9088;0,003265
2586,7725;0,002297
2588,6361;0,003938
2590,4998;0,004740
2592,3635;0,004093
2594,2271;0,004217
2596,0908;0,004594
2597,9545;0,004240
2599,8181;0,003742
2601,6818;0,004200
2603,5455;0,005496
2605,4091;0,004892
2607,2728;0,003991
2609,1365;0,004978
2611,0002;0,005070
2612,8638;0,004124
2614,7275;0,003770
2616,5912;0,003992
2618,4548;0,003823
2620,3185;0,003670
2622,1822;0,003887
2624,0458;0,004371
2625,9095;0,005206
2627,7732;0,005181
2629,6368;0,004907
2631,5005;0,005152
2633,3642;0,005502
2635,2279;0,005521
2637,0915;0,005434
2638,9552;0,005481
2640,8189;0,005496
2642,6825;0,005539
2644,5462;0,006325
2646,4099;0,007618
2648,2735;0,008066
2650,1372;0,007791
2652,0009;0,008336
2653,8645;0,009347
2655,7282;0,009210
2657,5919;0,008439
2659,4555;0,008483
2661,3192;0,008866
2663,1829;0,008546
2665,0466;0,007419
2666,9102;0,007052
2668,7739;0,007298
2670,6376;0,006779
2672,5012;0,006626
2674,3649;0,006859
2676,2286;0,006382
2678,0922;0,006059
2679,9559;0,006027
2681,8196;0,005908
2683,6832;0,005957
2685,5469;0,006032
2687,4106;0,006590
2689,2742;0,007090
2691,1379;0,007049
2693,0016;0,007528
2694,8653;0,007929
2696,7289;0,007816
2698,5926;0,008237
2700,4563;0,008252
2702,3199;0,007859
2704,1836;0,007958
2706,0473;0,008365
2707,9109;0,008707
2709,7746;0,008822
2711,6383;0,008651
2713,5019;0,008577
2715,3656;0,008794
2717,2293;0,008978
2719,0930;0,009050
2720,9566;0,009508
2722,8203;0,009636
2724,6840;0,008868
2726,5476;0,008548
2728,4113;0,008604
2730,2750;0,008423
2732,1386;0,008710
2734,0023;0,008703
2735,8660;0,007877
2737,7296;0,007723
2739,5933;0,008217
2741,4570;0,008408
2743,3206;0,008366
2745,1843;0,008195
2747,0480;0,008332
2748,9117;0,008436
2750,7753;0,008826
2752,6390;0,008702
2754,5027;0,008157
2756,3663;0,008484
2758,2300;0,009017
2760,0937;0,008950
2761,9573;0,008643
2763,8210;0,008883
2765,6847;0,009198
2767,5483;0,009161
2769,4120;0,009626
2771,2757;0,009929
2773,1394;0,009494
2775,0030;0,009556
2776,8667;0,010274
2778,7304;0,010837
2780,5940;0,010574
2782,4577;0,010036
2784,3214;0,010265
2786,1850;0,010813
2788,0487;0,011091
2789,9124;0,011039
2791,7760;0,011021
2793,6397;0,011550
2795,5034;0,012079
2797,3670;0,013015
2799,2307;0,013459
2801,0944;0,012947
2802,9581;0,012998
2804,8217;0,013856
2806,6854;0,014401
2808,5491;0,014420
2810,4127;0,014712
2812,2764;0,015273
2814,1401;0,015526
2816,0037;0,015855
2817,8674;0,016120
2819,7311;0,016279
2821,5947;0,016397
2823,4584;0,016814
2825,3221;0,016824
2827,1857;0,016920
2829,0494;0,018092
2830,9131;0,018821
2832,7768;0,019009
2834,6404;0,020348
2836,5041;0,021855
2838,3678;0,022476
2840,2314;0,023226
2842,0951;0,023954
2843,9588;0,024747
2845,8224;0,025905
2847,6861;0,027144
2849,5498;0,028803
2851,4134;0,030631
2853,2771;0,031536
2855,1408;0,033122
2857,0045;0,035602
2858,8681;0,037556
2860,7318;0,039545
2862,5955;0,041964
2864,4591;0,044367
2866,3228;0,046637
2868,1865;0,048331
2870,0501;0,050704
2871,9138;0,053691
2873,7775;0,056054
2875,6411;0,058102
2877,5048;0,059712
2879,3685;0,060760
2881,2321;0,061448
2883,0958;0,061645
2884,9595;0,061144
2886,8232;0,059759
2888,6868;0,057911
2890,5505;0,056325
2892,4142;0,055340
2894,2778;0,054198
2896,1415;0,052810
2898,0052;0,051807
2899,8688;0,051653
2901,7325;0,051865
2903,5962;0,051610
2905,4598;0,051282
2907,3235;0,051203
2909,1872;0,051974
2911,0509;0,053180
2912,9145;0,053337
2914,7782;0,053551
2916,6419;0,053910
2918,5055;0,055034
2920,3692;0,056470
2922,2329;0,057411
2924,0965;0,058468
2925,9602;0,059632
2927,8239;0,060694
2929,6875;0,061529
2931,5512;0,061315
2933,4149;0,060494
2935,2785;0,059524
2937,1422;0,057882
2939,0059;0,055555
2940,8696;0,053202
2942,7332;0,051085
2944,5969;0,049372
2946,4606;0,048932
2948,3242;0,050207
2950,1879;0,052573
2952,0516;0,057864
2953,9152;0,066993
2955,7789;0,077602
2957,6426;0,090314
2959,5062;0,108499
2961,3699;0,131471
2963,2336;0,155682
2965,0972;0,179017
2966,9609;0,198907
2968,8246;0,208827
2970,6883;0,204018
2972,5519;0,187380
2974,4156;0,163511
2976,2793;0,137829
2978,1429;0,114297
2980,0066;0,093669
2981,8703;0,075344
2983,7339;0,059499
2985,5976;0,047084
2987,4613;0,038711
2989,3249;0,032674
2991,1886;0,028222
2993,0523;0,023856
2994,9160;0,020222
2996,7796;0,018417
2998,6433;0,017171
3000,5070;0,016016
3002,3706;0,014003
3004,2343;0,012703
3006,0980;0,012361
3007,9616;0,011622
3009,8253;0,011154
3011,6890;0,010635
3013,5526;0,009814
3015,4163;0,009737
3017,2800;0,009965
3019,1436;0,009065
3021,0073;0,008382
3022,8710;0,007954
3024,7347;0,007829
3026,5983;0,007762
3028,4620;0,007502
3030,3257;0,007971
3032,1893;0,008410
3034,0530;0,008511
3035,9167;0,008268
3037,7803;0,007704
3039,6440;0,007113
3041,5077;0,007440
3043,3713;0,007929
3045,2350;0,007686
3047,0987;0,007526
3048,9624;0,007613
3050,8260;0,007277
3052,6897;0,007489
3054,5534;0,007997
3056,4170;0,007088
3058,2807;0,007119
3060,1444;0,008670
3062,0080;0,008475
3063,8717;0,007678
3065,7354;0,008396
3067,5990;0,008313
3069,4627;0,008216
3071,3264;0,008814
3073,1900;0,008741
3075,0537;0,007975
3076,9174;0,008470
3078,7811;0,009228
3080,6447;0,009043
3082,5084;0,009017
3084,3721;0,010013
3086,2357;0,010274
3088,0994;0,010040
3089,9631;0,009746
3091,8267;0,009304
3093,6904;0,009401
3095,5541;0,009901
3097,4177;0,010687
3099,2814;0,010213
3101,1451;0,009758
3103,0087;0,010801
3104,8724;0,011071
3106,7361;0,011530
3108,5998;0,012018
3110,4634;0,012264
3112,3271;0,012867
3114,1908;0,013685
3116,0544;0,014307
3117,9181;0,013885
3119,7818;0,013859
3121,6454;0,015121
3123,5091;0,015737
3125,3728;0,015708
3127,2364;0,014991
3129,1001;0,015071
3130,9638;0,016382
3132,8275;0,016851
3134,6911;0,016705
3136,5548;0,016773
3138,4185;0,017774
3140,2821;0,018592
3142,1458;0,018636
3144,0095;0,018790
3145,8731;0,019792
3147,7368;0,020701
3149,6005;0,022177
3151,4641;0,022786
3153,3278;0,021675
3155,1915;0,021913
3157,0551;0,022985
3158,9188;0,023443
3160,7825;0,023287
3162,6462;0,023647
3164,5098;0,024845
3166,3735;0,025692
3168,2372;0,026075
3170,1008;0,026174
3171,9645;0,026814
3173,8282;0,028425
3175,6918;0,029675
3177,5555;0,030506
3179,4192;0,031098
3181,2828;0,032136
3183,1465;0,033977
3185,0102;0,034828
3186,8739;0,034761
3188,7375;0,035556
3190,6012;0,036912
3192,4649;0,038137
3194,3285;0,038698
3196,1922;0,038782
3198,0559;0,038929
3199,9195;0,040013
3201,7832;0,042406
3203,6469;0,043907
3205,5105;0,043254
3207,3742;0,043436
3209,2379;0,045336
3211,1015;0,047106
3212,9652;0,047858
3214,8289;0,048965
3216,6926;0,050603
3218,5562;0,051449
3220,4199;0,052031
3222,2836;0,052921
3224,1472;0,053278
3226,0109;0,053883
3227,8746;0,055757
3229,7382;0,057429
3231,6019;0,058273
3233,4656;0,059873
3235,3292;0,061609
3237,1929;0,062735
3239,0566;0,064027
3240,9202;0,065223
3242,7839;0,066018
3244,6476;0,067693
3246,5113;0,068744
3248,3749;0,069232
3250,2386;0,071173
3252,1023;0,073087
3253,9659;0,073253
3255,8296;0,073645
3257,6933;0,075097
3259,5569;0,076330
3261,4206;0,077076
3263,2843;0,078106
3265,1479;0,080144
3267,0116;0,080962
3268,8753;0,081762
3270,7390;0,083550
3272,6026;0,084635
3274,4663;0,084895
3276,3300;0,085390
3278,1936;0,085993
3280,0573;0,087260
3281,9210;0,088171
3283,7846;0,088479
3285,6483;0,089382
3287,5120;0,090682
3289,3756;0,092063
3291,2393;0,092510
3293,1030;0,093170
3294,9666;0,095185
3296,8303;0,096404
3298,6940;0,096845
3300,5577;0,096933
3302,4213;0,097881
3304,2850;0,098558
3306,1487;0,098958
3308,0123;0,100914
3309,8760;0,102163
3311,7397;0,101821
3313,6033;0,101705
3315,4670;0,102831
3317,3307;0,103805
3319,1943;0,103974
3321,0580;0,104328
3322,9217;0,105183
3324,7854;0,105963
3326,6490;0,106081
3328,5127;0,105842
3330,3764;0,106034
3332,2400;0,107965
3334,1037;0,108674
3335,9674;0,107095
3337,8310;0,106940
3339,6947;0,108132
3341,5584;0,107912
3343,4220;0,106388
3345,2857;0,105957
3347,1494;0,106093
3349,0130;0,105243
3350,8767;0,104809
3352,7404;0,105842
3354,6041;0,105522
3356,4677;0,103878
3358,3314;0,104141
3360,1951;0,104632
3362,0587;0,104280
3363,9224;0,103212
3365,7861;0,101616
3367,6497;0,100136
3369,5134;0,100069
3371,3771;0,100296
3373,2407;0,098360
3375,1044;0,097383
3376,9681;0,097185
3378,8317;0,094823
3380,6954;0,092915
3382,5591;0,092971
3384,4228;0,092125
3386,2864;0,091113
3388,1501;0,090369
3390,0138;0,089052
3391,8774;0,087594
3393,7411;0,086925
3395,6048;0,084905
3397,4684;0,083866
3399,3321;0,083699
3401,1958;0,081226
3403,0594;0,079969
3404,9231;0,079773
3406,7868;0,078203
3408,6505;0,075881
3410,5141;0,073572
3412,3778;0,072403
3414,2415;0,071500
3416,1051;0,070065
3417,9688;0,069524
3419,8325;0,068690
3421,6961;0,067393
3423,5598;0,066852
3425,4235;0,066202
3427,2871;0,064859
3429,1508;0,063397
3431,0145;0,061740
3432,8781;0,060694
3434,7418;0,059465
3436,6055;0,058499
3438,4692;0,058340
3440,3328;0,057456
3442,1965;0,055841
3444,0602;0,054983
3445,9238;0,053380
3447,7875;0,051539
3449,6512;0,050685
3451,5148;0,050534
3453,3785;0,049044
3455,2422;0,047199
3457,1058;0,046650
3458,9695;0,046390
3460,8332;0,044443
3462,6969;0,043595
3464,5605;0,043136
3466,4242;0,041045
3468,2879;0,039940
3470,1515;0,039081
3472,0152;0,037406
3473,8789;0,035564
3475,7425;0,034817
3477,6062;0,034854
3479,4699;0,033211
3481,3335;0,032535
3483,1972;0,031786
3485,0609;0,030644
3486,9245;0,030111
3488,7882;0,028661
3490,6519;0,026820
3492,5156;0,026120
3494,3792;0,026170
3496,2429;0,025413
3498,1066;0,024398
3499,9702;0,024051
3501,8339;0,023400
3503,6976;0,022369
3505,5612;0,021318
3507,4249;0,019634
3509,2886;0,018400
3511,1522;0,018666
3513,0159;0,018661
3514,8796;0,017466
3516,7432;0,016910
3518,6069;0,016370
3520,4706;0,015061
3522,3343;0,014871
3524,1979;0,014363
3526,0616;0,013165
3527,9253;0,013814
3529,7889;0,013032
3531,6526;0,011791
3533,5163;0,012103
3535,3799;0,011810
3537,2436;0,010712
3539,1073;0,009264
3540,9709;0,008885
3542,8346;0,009837
3544,6983;0,009895
3546,5620;0,009250
3548,4256;0,008280
3550,2893;0,007558
3552,1530;0,007168
3554,0166;0,007097
3555,8803;0,006758
3557,7440;0,006165
3559,6076;0,006253
3561,4713;0,005934
3563,3350;0,005249
3565,1986;0,005719
3567,0623;0,005511
3568,9260;0,004478
3570,7896;0,003990
3572,6533;0,004914
3574,5170;0,005644
3576,3807;0,004487
3578,2443;0,003143
3580,1080;0,002291
3581,9717;0,002048
3583,8353;0,002271
3585,6990;0,001951
3587,5627;0,002174
3589,4263;0,001636
3591,2900;0,000985
3593,1537;0,001485
3595,0173;0,001764
3596,8810;0,000649
3598,7447;0,001030
3600,6084;0,002263
3602,4720;0,001204
3604,3357;0,001457
3606,1994;0,002437
3608,0630;0,001701
3609,9267;0,000908
3611,7904;0,000951
3613,6540;0,000316
3615,5177;0,000406
3617,3814;0,001229
3619,2450;0,000581
3621,1087;0,000043
3622,9724;0,000118
3624,8360;0,001285
3626,6997;0,001930
3628,5634;0,000921
3630,4271;0,000752
3632,2907;-0,000032
3634,1544;-0,000362
3636,0181;0,000462
3637,8817;0,000924
3639,7454;0,001162
3641,6091;0,000364
3643,4727;-0,000801
3645,3364;-0,000296
3647,2001;-0,000068
3649,0637;-0,000303
3650,9274;-0,000370
3652,7911;-0,000642
3654,6547;-0,001395
3656,5184;-0,001964
3658,3821;-0,001702
3660,2458;-0,001047
3662,1094;-0,000622
3663,9731;-0,001122
3665,8368;-0,001107
3667,7004;-0,000611
3669,5641;-0,000012
3671,4278;0,000621
3673,2914;0,000768
3675,1551;0,000056
3677,0188;0,000239
3678,8824;0,000248
3680,7461;-0,000863
3682,6098;-0,000986
3684,4735;-0,000728
3686,3371;-0,001367
3688,2008;-0,001461
3690,0645;-0,000956
3691,9281;-0,000665
3693,7918;-0,001175
3695,6555;-0,001080
3697,5191;-0,001099
3699,3828;-0,000946
3701,2465;-0,000553
3703,1101;-0,000277
3704,9738;0,001090
3706,8375;0,001384
3708,7011;0,000260
3710,5648;-0,000354
3712,4285;-0,000361
3714,2922;-0,001372
3716,1558;-0,001451
3718,0195;-0,001258
3719,8832;-0,001628
3721,7468;-0,001247
3723,6105;-0,000877
3725,4742;-0,000847
3727,3378;-0,000864
3729,2015;-0,001754
3731,0652;-0,002141
3732,9288;-0,001530
3734,7925;-0,001222
3736,6562;-0,001049
3738,5199;-0,001294
3740,3835;-0,000603
3742,2472;-0,000111
3744,1109;-0,000359
3745,9745;-0,001286
3747,8382;-0,001970
3749,7019;-0,001584
3751,5655;-0,001255
3753,4292;-0,001094
3755,2929;-0,000640
3757,1565;-0,000677
3759,0202;-0,001529
3760,8839;-0,001607
3762,7475;-0,000579
3764,6112;-0,000278
3766,4749;-0,000274
3768,3386;0,000797
3770,2022;0,000338
3772,0659;-0,000800
3773,9296;-0,000823
3775,7932;-0,000595
3777,6569;-0,000796
3779,5206;-0,001175
3781,3842;-0,001289
3783,2479;-0,000854
3785,1116;-0,000883
3786,9752;-0,001162
3788,8389;-0,000679
3790,7026;-0,000714
3792,5662;-0,000852
3794,4299;-0,000503
3796,2936;-0,000281
3798,1573;-0,000046
3800,0209;-0,000466
3801,8846;-0,000608
3803,7483;-0,000098
3805,6119;-0,000707
3807,4756;-0,000975
3809,3393;-0,000741
3811,2029;-0,000794
3813,0666;-0,000242
3814,9303;-0,000163
3816,7939;-0,000409
3818,6576;-0,000833
3820,5213;-0,000920
3822,3850;-0,000475
3824,2486;-0,000015
3826,1123;-0,000120
3827,9760;-0,000199
3829,8396;0,000141
3831,7033;-0,000084
3833,5670;0,000182
3835,4306;0,000632
3837,2943;0,000023
3839,1580;-0,000713
3841,0216;-0,001206
3842,8853;-0,001754
3844,7490;-0,001683
3846,6126;-0,001105
3848,4763;-0,000869
3850,3400;-0,000431
3852,2037;-0,000783
3854,0673;-0,001106
3855,9310;-0,000940
3857,7947;-0,001267
3859,6583;-0,000864
3861,5220;-0,000596
3863,3857;-0,000656
3865,2493;-0,000518
3867,1130;-0,000561
3868,9767;-0,000529
3870,8403;-0,000533
3872,7040;-0,000131
3874,5677;0,000070
3876,4314;-0,001073
3878,2950;-0,001399
3880,1587;-0,000634
3882,0224;-0,000193
3883,8860;0,000042
3885,7497;-0,000285
3887,6134;-0,000773
3889,4770;-0,000565
3891,3407;0,000007
3893,2044;-0,000099
3895,0680;-0,000909
3896,9317;-0,001428
3898,7954;-0,000996
3900,6590;-0,000325
3902,5227;-0,000337
3904,3864;-0,000984
3906,2501;-0,001424
3908,1137;-0,001083
3909,9774;-0,000714
3911,8411;-0,000384
3913,7047;-0,000144
3915,5684;-0,000852
3917,4321;-0,001036
3919,2957;-0,000133
3921,1594;0,000965
3923,0231;0,000967
3924,8867;-0,000449
3926,7504;-0,001315
3928,6141;-0,001071
3930,4777;-0,001159
3932,3414;-0,000846
3934,2051;-0,000730
3936,0688;-0,000729
3937,9324;-0,000067
3939,7961;0,000247
3941,6598;-0,000520
3943,5234;-0,001071
3945,3871;-0,000740
3947,2508;-0,000618
3949,1144;-0,000478
3950,9781;-0,000172
3952,8418;-0,000154
3954,7054;-0,000136
3956,5691;0,000361
3958,4328;-0,000039
3960,2965;-0,001173
3962,1601;-0,000513
3964,0238;0,000080
3965,8875;-0,000945
3967,7511;-0,001148
3969,6148;0,000024
3971,4785;-0,000040
3973,3421;-0,000810
3975,2058;-0,000320
3977,0695;0,000506
3978,9331;0,000228
3980,7968;-0,000538
3982,6605;-0,000198
3984,5241;0,000023
3986,3878;-0,000323
3988,2515;-0,000487
3990,1152;-0,000163
3991,9788;-0,000358
3993,8425;-0,000403
3995,7062;-0,000127
3997,5698;-0,000374
3999,4335;0,000229
